train_start,train_end,test_start,test_end,picked_strategy,picked_params,test_sharpe,test_maxdd,test_cagr,test_win_rate,test_profit_factor,test_trades
2013-01-02 05:00:00,2020-12-31 05:00:00,2021-01-04 05:00:00,2022-12-30 05:00:00,xs_mom_ls,"{'strategy': 'xs_mom_ls', 'fast': nan, 'slow': nan, 'rsi_window': nan, 'entry': nan, 'exit': nan, 'short_entry': nan, 'short_exit': nan, 'lookback': 126.0, 'skip': 21.0, 'top_n': 10.0, 'gross_exposure': 1.0}",0.5200685553764982,-0.10966677025579408,0.06134242828366032,0.555045871559633,1.2620460858457903,218.0
2015-01-02 05:00:00,2022-12-30 05:00:00,2023-01-03 05:00:00,2024-12-31 05:00:00,rsi_mr,"{'strategy': 'rsi_mr', 'fast': nan, 'slow': nan, 'rsi_window': 14.0, 'entry': 20.0, 'exit': 70.0, 'short_entry': 75.0, 'short_exit': 55.0, 'lookback': nan, 'skip': nan, 'top_n': nan, 'gross_exposure': nan}",0.13655150827334162,-0.9314443013158156,-0.6423652277769247,0.5,0.5690774293377604,36.0
