total_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,portfolio,symbol,strategy,params
-54.388556821608404,-0.6350044961800814,67.1388187714264,29.268292682926827,0.7946645032465582,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x0000020F37E94410> of shape (1559,)"",
    ""close"": ""<pandas.core.series.Series object at 0x0000020F3B2C1B50> of shape (1559,)"",
    ""order_records"": ""<numpy.ndarray object at 0x0000020F37C97090> of shape (288,)"",
    ""log_records"": ""<numpy.ndarray object at 0x0000020F39346850> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x0000020F393467F0> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",SPY,hull_trend,{'period': 25}
-53.55342264871788,-0.6413332897833793,68.95609825940502,26.72413793103448,0.7329357128642477,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x0000020F39B9BF50> of shape (1559,)"",
    ""close"": ""<pandas.core.series.Series object at 0x0000020F3B88DBD0> of shape (1559,)"",
    ""order_records"": ""<numpy.ndarray object at 0x0000020F392F6F10> of shape (233,)"",
    ""log_records"": ""<numpy.ndarray object at 0x0000020F392F50B0> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x0000020F392F41B0> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",SPY,hull_trend,{'period': 50}
-125.41222714610282,0.1778172700480058,125.76767528808337,,,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x0000020F39B98E90> of shape (1559,)"",
    ""close"": ""<pandas.core.series.Series object at 0x0000020F3B8B7850> of shape (1559,)"",
    ""order_records"": ""<numpy.ndarray object at 0x0000020F394223D0> of shape (1,)"",
    ""log_records"": ""<numpy.ndarray object at 0x0000020F39423B70> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x0000020F39423CF0> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",SPY,ema_vwap_combo,{'ema_period': 10}
-125.41222714610282,0.1778172700480058,125.76767528808337,,,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x0000020F39A0B4D0> of shape (1559,)"",
    ""close"": ""<pandas.core.series.Series object at 0x0000020F3B8F7C50> of shape (1559,)"",
    ""order_records"": ""<numpy.ndarray object at 0x0000020F397263D0> of shape (1,)"",
    ""log_records"": ""<numpy.ndarray object at 0x0000020F39727450> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x0000020F39727A50> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",SPY,ema_vwap_combo,{'ema_period': 20}
-125.41222714610282,0.1778172700480058,125.76767528808337,,,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x0000020F39A08290> of shape (1559,)"",
    ""close"": ""<pandas.core.series.Series object at 0x0000020F3B92DBD0> of shape (1559,)"",
    ""order_records"": ""<numpy.ndarray object at 0x0000020F3B9276F0> of shape (1,)"",
    ""log_records"": ""<numpy.ndarray object at 0x0000020F3B927510> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x0000020F3B927090> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",SPY,ema_vwap_combo,{'ema_period': 50}
27.44611685396708,0.34264097695008006,35.53528146889428,27.500000000000004,1.1406555756761871,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x0000020F37E95190> of shape (1559,)"",
    ""close"": ""<pandas.core.series.Series object at 0x0000020F3B93B1D0> of shape (1559,)"",
    ""order_records"": ""<numpy.ndarray object at 0x0000020F3B9785D0> of shape (81,)"",
    ""log_records"": ""<numpy.ndarray object at 0x0000020F3B978270> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x0000020F3B9782D0> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",QQQ,ema_crossover,"{'fast_period': 5, 'slow_period': 20}"
32.39367066130071,0.3746455561364434,33.10585835397243,31.818181818181817,1.1896972255148646,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x0000020F39A09010> of shape (1559,)"",
    ""close"": ""<pandas.core.series.Series object at 0x0000020F3B9AE2D0> of shape (1559,)"",
    ""order_records"": ""<numpy.ndarray object at 0x0000020F3B9BD050> of shape (67,)"",
    ""log_records"": ""<numpy.ndarray object at 0x0000020F3B9BCE70> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x0000020F3B9BC9F0> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",QQQ,ema_crossover,"{'fast_period': 5, 'slow_period': 26}"
35.432884871123946,0.3946204242912519,38.53723886742406,30.434782608695656,1.3057902745891432,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x0000020F39A08890> of shape (1559,)"",
    ""close"": ""<pandas.core.series.Series object at 0x0000020F3B9EE4D0> of shape (1559,)"",
    ""order_records"": ""<numpy.ndarray object at 0x0000020F3B9F9E30> of shape (47,)"",
    ""log_records"": ""<numpy.ndarray object at 0x0000020F3B9F9C50> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x0000020F3B9F97D0> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",QQQ,ema_crossover,"{'fast_period': 5, 'slow_period': 50}"
90.11679113255386,0.6840898426607378,25.764432772568245,33.33333333333333,1.9443461136980278,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x0000020F39A0A090> of shape (1559,)"",
    ""close"": ""<pandas.core.series.Series object at 0x0000020F3BA2F650> of shape (1559,)"",
    ""order_records"": ""<numpy.ndarray object at 0x0000020F3BA328B0> of shape (25,)"",
    ""log_records"": ""<numpy.ndarray object at 0x0000020F3BA326D0> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x0000020F3BA32250> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",QQQ,ema_crossover,"{'fast_period': 5, 'slow_period': 100}"
29.353535149343852,0.3551060876757588,35.600487092810134,30.64516129032258,1.1653359258739753,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x0000020F39A09D90> of shape (1559,)"",
    ""close"": ""<pandas.core.series.Series object at 0x0000020F3BA44B50> of shape (1559,)"",
    ""order_records"": ""<numpy.ndarray object at 0x0000020F3BA6ABB0> of shape (63,)"",
    ""log_records"": ""<numpy.ndarray object at 0x0000020F3BA6A9D0> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x0000020F3BA6A550> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",QQQ,ema_crossover,"{'fast_period': 8, 'slow_period': 20}"
41.05351464653315,0.4295859852478481,28.545850569671984,32.69230769230769,1.2696674548893385,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x0000020F39587E90> of shape (1559,)"",
    ""close"": ""<pandas.core.series.Series object at 0x0000020F3BAA9450> of shape (1559,)"",
    ""order_records"": ""<numpy.ndarray object at 0x0000020F3BAA3630> of shape (53,)"",
    ""log_records"": ""<numpy.ndarray object at 0x0000020F3BAA3450> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x0000020F3BAA2FD0> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",QQQ,ema_crossover,"{'fast_period': 8, 'slow_period': 26}"
6.155638763167386,0.18927329552810016,39.127067118887204,33.33333333333333,1.0628737630105725,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x0000020F39585190> of shape (1559,)"",
    ""close"": ""<pandas.core.series.Series object at 0x0000020F3BAEC750> of shape (1559,)"",
    ""order_records"": ""<numpy.ndarray object at 0x0000020F3BB003F0> of shape (43,)"",
    ""log_records"": ""<numpy.ndarray object at 0x0000020F3BB00090> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x0000020F3BB00030> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",QQQ,ema_crossover,"{'fast_period': 8, 'slow_period': 50}"
104.14499865056668,0.7461410020952924,25.951346578872382,40.0,2.2375830811071222,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x0000020F39587650> of shape (1559,)"",
    ""close"": ""<pandas.core.series.Series object at 0x0000020F3BB597D0> of shape (1559,)"",
    ""order_records"": ""<numpy.ndarray object at 0x0000020F3BB6CE70> of shape (21,)"",
    ""log_records"": ""<numpy.ndarray object at 0x0000020F3BB6CC90> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x0000020F3BB6C810> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",QQQ,ema_crossover,"{'fast_period': 8, 'slow_period': 100}"
61.733875131478186,0.5464227175874357,23.395262482323183,35.41666666666667,1.3886932467659627,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x0000020F395877D0> of shape (1559,)"",
    ""close"": ""<pandas.core.series.Series object at 0x0000020F3BBC01D0> of shape (1559,)"",
    ""order_records"": ""<numpy.ndarray object at 0x0000020F3BBD1BF0> of shape (49,)"",
    ""log_records"": ""<numpy.ndarray object at 0x0000020F3BBD1A10> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x0000020F3BBD1590> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",QQQ,ema_crossover,"{'fast_period': 12, 'slow_period': 20}"
3.382084494730443,0.16818628915016123,28.654446453032932,30.434782608695656,1.0365996132811375,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x0000020F395862D0> of shape (1559,)"",
    ""close"": ""<pandas.core.series.Series object at 0x0000020F3BC26ED0> of shape (1559,)"",
    ""order_records"": ""<numpy.ndarray object at 0x0000020F3BC32070> of shape (47,)"",
    ""log_records"": ""<numpy.ndarray object at 0x0000020F3BC31E90> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x0000020F3BC31A10> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",QQQ,ema_crossover,"{'fast_period': 12, 'slow_period': 26}"
75.16214786598934,0.6134182096526947,24.850396539838837,46.42857142857143,1.7397089204624743,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x0000020F39586BD0> of shape (1559,)"",
    ""close"": ""<pandas.core.series.Series object at 0x0000020F3BC91BD0> of shape (1559,)"",
    ""order_records"": ""<numpy.ndarray object at 0x0000020F3BC8EDF0> of shape (29,)"",
    ""log_records"": ""<numpy.ndarray object at 0x0000020F3BC8EC10> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x0000020F3BC8E790> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",QQQ,ema_crossover,"{'fast_period': 12, 'slow_period': 50}"
