total_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,total_trades,portfolio,symbol,fast_period,slow_period,filters
152.49825858832895,0.8447588046099871,33.71725271441379,33.33333333333333,12.577825963372657,4,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x000001DB6C860110> of shape (2062,)"",
    ""close"": ""<pandas.core.series.Series object at 0x000001DB6C5EC8D0> of shape (2062,)"",
    ""order_records"": ""<numpy.ndarray object at 0x000001DB6BD10CF0> of shape (4,)"",
    ""log_records"": ""<numpy.ndarray object at 0x000001DB6BD10AB0> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x000001DB6BD10D50> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",SPY,12,150,True
30.42781577546797,0.32500150892438945,38.34474373200456,21.052631578947366,1.1853666532364622,20,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x000001DB6C860E90> of shape (2062,)"",
    ""close"": ""<pandas.core.series.Series object at 0x000001DB6BE5C4D0> of shape (2062,)"",
    ""order_records"": ""<numpy.ndarray object at 0x000001DB6BCB7150> of shape (20,)"",
    ""log_records"": ""<numpy.ndarray object at 0x000001DB6BCB6D30> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x000001DB6BCB7F90> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",SPY,12,150,False
139.5725373407157,0.8137763818307358,33.71725271441379,50.0,6.01735234321261,3,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x000001DB6C861F10> of shape (2062,)"",
    ""close"": ""<pandas.core.series.Series object at 0x000001DB6B3DE950> of shape (2062,)"",
    ""order_records"": ""<numpy.ndarray object at 0x000001DB6BC81350> of shape (3,)"",
    ""log_records"": ""<numpy.ndarray object at 0x000001DB6BC80C30> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x000001DB6BC83690> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",SPY,12,200,True
-4.642363212779106,0.07459229836854007,44.80803110136358,19.047619047619047,0.7635473196173543,22,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x000001DB6C861490> of shape (2062,)"",
    ""close"": ""<pandas.core.series.Series object at 0x000001DB6B532050> of shape (2062,)"",
    ""order_records"": ""<numpy.ndarray object at 0x000001DB6B70F9F0> of shape (22,)"",
    ""log_records"": ""<numpy.ndarray object at 0x000001DB6B70EDF0> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x000001DB6B70E730> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",SPY,12,200,False
143.85698157138677,0.8407557580887932,33.71725271441379,57.14285714285714,5.933641209969931,8,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x000001DB6C861E50> of shape (2062,)"",
    ""close"": ""<pandas.core.series.Series object at 0x000001DB6B5BC8D0> of shape (2062,)"",
    ""order_records"": ""<numpy.ndarray object at 0x000001DB6BBDA010> of shape (8,)"",
    ""log_records"": ""<numpy.ndarray object at 0x000001DB6BBDBAB0> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x000001DB6BBDB0F0> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",SPY,15,50,True
33.09692149385417,0.3424942210783711,33.56601347548689,34.375,1.4074809142429283,33,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x000001DB6C863410> of shape (2062,)"",
    ""close"": ""<pandas.core.series.Series object at 0x000001DB6BE500D0> of shape (2062,)"",
    ""order_records"": ""<numpy.ndarray object at 0x000001DB6BBA5E90> of shape (33,)"",
    ""log_records"": ""<numpy.ndarray object at 0x000001DB6BBA6490> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x000001DB6BBA6910> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",SPY,15,50,False
151.39245899048385,0.8669048365821465,33.71725271441379,57.14285714285714,6.712638486232685,8,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x000001DB6C863D10> of shape (2062,)"",
    ""close"": ""<pandas.core.series.Series object at 0x000001DB6B686AD0> of shape (2062,)"",
    ""order_records"": ""<numpy.ndarray object at 0x000001DB6BB679F0> of shape (8,)"",
    ""log_records"": ""<numpy.ndarray object at 0x000001DB6BB67270> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x000001DB6BB65110> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",SPY,15,100,True
81.98420408667778,0.6013799067056851,32.156997474484534,45.0,2.2392388791562867,21,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x000001DB6C862510> of shape (2062,)"",
    ""close"": ""<pandas.core.series.Series object at 0x000001DB6BCCF650> of shape (2062,)"",
    ""order_records"": ""<numpy.ndarray object at 0x000001DB6B5A5CB0> of shape (21,)"",
    ""log_records"": ""<numpy.ndarray object at 0x000001DB6B5A6130> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x000001DB6B5A62B0> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",SPY,15,100,False
197.4380465215838,1.0011554949203236,33.71725271441379,66.66666666666666,40.13265907414151,4,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x000001DB6C862990> of shape (2062,)"",
    ""close"": ""<pandas.core.series.Series object at 0x000001DB6BC0DFD0> of shape (2062,)"",
    ""order_records"": ""<numpy.ndarray object at 0x000001DB6BB323D0> of shape (4,)"",
    ""log_records"": ""<numpy.ndarray object at 0x000001DB6BB307B0> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x000001DB6BB30ED0> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",SPY,15,150,True
3.2339069976385795,0.1371901164141547,39.66246027440138,21.052631578947366,0.8660042787458879,20,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x000001DB6C8622D0> of shape (2062,)"",
    ""close"": ""<pandas.core.series.Series object at 0x000001DB6C3C96D0> of shape (2062,)"",
    ""order_records"": ""<numpy.ndarray object at 0x000001DB6B1E8330> of shape (20,)"",
    ""log_records"": ""<numpy.ndarray object at 0x000001DB6B1EAC70> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x000001DB6B1E8390> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",SPY,15,150,False
145.02472409722543,0.8320899646894226,33.71725271441379,50.0,7.497080052411572,3,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x000001DB6C861FD0> of shape (2062,)"",
    ""close"": ""<pandas.core.series.Series object at 0x000001DB6C326B50> of shape (2062,)"",
    ""order_records"": ""<numpy.ndarray object at 0x000001DB6CD70F90> of shape (3,)"",
    ""log_records"": ""<numpy.ndarray object at 0x000001DB6CD70BD0> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x000001DB6CD70630> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",SPY,15,200,True
-4.667076516561574,0.0749377856706858,36.46479263869567,21.052631578947366,0.7631620773088706,20,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x000001DB6C8610D0> of shape (2062,)"",
    ""close"": ""<pandas.core.series.Series object at 0x000001DB6C38CB50> of shape (2062,)"",
    ""order_records"": ""<numpy.ndarray object at 0x000001DB6BDE9D10> of shape (20,)"",
    ""log_records"": ""<numpy.ndarray object at 0x000001DB6BDE9B30> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x000001DB6BDE96B0> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",SPY,15,200,False
54.420056398132196,0.42128041748343215,38.27609905118076,50.0,1.7132529750359031,23,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x000001DB6C4A4D10> of shape (2062,)"",
    ""close"": ""<pandas.core.series.Series object at 0x000001DB6C372ED0> of shape (2062,)"",
    ""order_records"": ""<numpy.ndarray object at 0x000001DB6BD9A970> of shape (23,)"",
    ""log_records"": ""<numpy.ndarray object at 0x000001DB6BD9A5B0> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x000001DB6BD993B0> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",QQQ,5,50,True
8.691942287719677,0.1894438434068033,38.537320321602344,27.419354838709676,1.0605117449165864,63,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x000001DB6C4A5310> of shape (2062,)"",
    ""close"": ""<pandas.core.series.Series object at 0x000001DB6B7BA050> of shape (2062,)"",
    ""order_records"": ""<numpy.ndarray object at 0x000001DB6B777630> of shape (63,)"",
    ""log_records"": ""<numpy.ndarray object at 0x000001DB6B777450> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x000001DB6B776FD0> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",QQQ,5,50,False
244.22390391948653,0.986016015132588,28.559366939837094,63.63636363636363,4.321406858352681,12,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x000001DB6C4A7F50> of shape (2062,)"",
    ""close"": ""<pandas.core.series.Series object at 0x000001DB6B77EE50> of shape (2062,)"",
    ""order_records"": ""<numpy.ndarray object at 0x000001DB6B7D7F30> of shape (12,)"",
    ""log_records"": ""<numpy.ndarray object at 0x000001DB6B7FC7B0> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x000001DB6B7FC810> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",QQQ,5,100,True
126.06583859778608,0.6729249493172995,25.764458670555555,37.5,2.0289779365118634,33,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x000001DB6C4A7AD0> of shape (2062,)"",
    ""close"": ""<pandas.core.series.Series object at 0x000001DB6BB42050> of shape (2062,)"",
    ""order_records"": ""<numpy.ndarray object at 0x000001DB6BBDC690> of shape (33,)"",
    ""log_records"": ""<numpy.ndarray object at 0x000001DB6BBDC4B0> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x000001DB6BBDC030> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",QQQ,5,100,False
326.83985345191036,1.140341863837033,28.559366939837087,71.42857142857143,12.053924245766984,8,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x000001DB6C4A44D0> of shape (2062,)"",
    ""close"": ""<pandas.core.series.Series object at 0x000001DB6BB88E50> of shape (2062,)"",
    ""order_records"": ""<numpy.ndarray object at 0x000001DB6C0212F0> of shape (8,)"",
    ""log_records"": ""<numpy.ndarray object at 0x000001DB6C020F30> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x000001DB6C0206F0> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",QQQ,5,150,True
112.10632677062988,0.6252633521535044,34.76156944086235,42.857142857142854,2.141311477948048,22,"Portfolio(**Config({
    ""wrapper"": ""<vectorbt.base.array_wrapper.ArrayWrapper object at 0x000001DB6C4A6E10> of shape (2062,)"",
    ""close"": ""<pandas.core.series.Series object at 0x000001DB6C028F50> of shape (2062,)"",
    ""order_records"": ""<numpy.ndarray object at 0x000001DB6C6FDFB0> of shape (22,)"",
    ""log_records"": ""<numpy.ndarray object at 0x000001DB6C6FDDD0> of shape (0,)"",
    ""init_cash"": ""<numpy.ndarray object at 0x000001DB6C6FD950> of shape (1,)"",
    ""cash_sharing"": false,
    ""call_seq"": null,
    ""fillna_close"": null,
    ""trades_type"": null
}))",QQQ,5,150,False
