Date,BuyHold_SPY,TSMOM_252d_Enhanced,TSMOM_63d_Enhanced,XAsset_MomRot
2009-10-01,0.9413331828321266,2.3768780917172063,1.8232843260910068,1.2347852969911821
2009-10-02,0.9369450214841415,2.3787655328723685,1.8226773739746878,1.2334967452272814
2009-10-05,0.9509318827234906,2.388071483736129,1.8363858050771236,1.241288455767683
2009-10-06,0.9645532118329175,2.402162364384108,1.8535807377392195,1.2474150956143402
2009-10-07,0.9672045581539681,2.4093281031254654,1.8603417978412333,1.257211414034674
2009-10-08,0.9746096914155006,2.414365313654601,1.867674591268144,1.2563509583684147
2009-10-09,0.9805517615315972,2.396896308815325,1.856913987900793,1.2352416294990438
2009-10-12,0.9843913910282625,2.404416455864527,1.8644978296377228,1.240946347253489
2009-10-13,0.9823797025689318,2.4103069966912365,1.8681444848050701,1.2481477752807701
2009-10-14,0.9992922227862787,2.4089251481692058,1.8748487045803681,1.236590830248488
2009-10-15,1.0029492264118451,2.3962820803949727,1.866667420099494,1.2261223577766849
2009-10-16,0.9954530606024875,2.398760388005472,1.8652250979002374,1.234098770683583
2009-10-19,1.0036807579845632,2.4102270154941587,1.8778683371579117,1.2441154447520164
2009-10-20,0.9983781588050369,2.4064687996856553,1.8725417548667112,1.244069672857233
2009-10-21,0.9894191167753928,2.404842548595738,1.8672140176975824,1.2413990149929741
2009-10-22,0.9994752225076767,2.402887010379851,1.8702836055682162,1.2381159532052348
2009-10-23,0.9880477404158055,2.393457196362149,1.8577742812287414,1.229235007299006
2009-10-26,0.9773517898966521,2.376953379517946,1.840102273726895,1.2107926567759228
2009-10-27,0.9728725025382671,2.3827718232803874,1.8425677829969291,1.2222315101564858
2009-10-28,0.9544974799509328,2.3725905506903584,1.8262813626306968,1.2205704750979438
2009-10-29,0.9749750366202732,2.3852648329062127,1.845509367588784,1.222519403680183
2009-10-30,0.9467268145594783,2.3845136672161527,1.8321353078931624,1.232565728425951
2009-11-02,0.9536747289052403,2.4067366302975217,1.8492102678177647,1.2400753435774599
2009-11-03,0.9566916073562128,2.4333637939009196,1.869669184559386,1.2449890028516066
2009-11-04,0.9591594866429917,2.4469834571743525,1.88013381988857,1.2498416520306126
2009-11-05,0.976803351507907,2.4705118100332286,1.898211772890887,1.256002605490668
2009-11-06,0.9793632914308333,2.4919611630504472,1.9146923313941187,1.257251577771681
2009-11-09,1.0016694433755318,2.5384893804470003,1.9504421746756109,1.2719418271097882
2009-11-10,1.0018520692466306,2.540943060512626,1.9523274538184032,1.2704493387199418
2009-11-11,1.0069713883170346,2.5722886786988686,1.9764117837244677,1.2782969332359055
2009-11-12,0.9967330305639508,2.536315070725945,1.9487715490612518,1.2659745067872397
2009-11-13,1.0021265688287273,2.5762178705735344,1.9794307687963655,1.2777670497968108
2009-11-16,1.0166618684568216,2.6367054227990754,2.0259062332250624,1.2958120258218557
2009-11-17,1.0178501516324363,2.643184656954861,2.0308845371149205,1.2974369919931494
2009-11-18,1.0172104937707165,2.634838190882059,2.0244715500985926,1.293596923733947
2009-11-19,1.0039543229409125,2.6190995659324794,2.012378815691464,1.2879850521331586
2009-11-20,1.0003893799514938,2.6219258567744155,2.0145503894228622,1.2884359727898569
2009-11-23,1.0130962712293796,2.659566937738846,2.0434718229253637,1.2994888033646912
2009-11-24,1.014650647310365,2.6812994196218525,2.060169922807714,1.301119947651246
2009-11-25,1.0182161510752323,2.7250172559535546,2.093760416596545,1.3128628942085387
2009-11-27,1.0016694433755318,2.680699435076822,2.0597089261339465,1.2951624069787386
2009-11-30,1.0050516670312768,2.6968510158037033,2.072118954113595,1.3008523546603001
2009-12-01,1.0174849933528134,2.765744004804487,2.0958335970192423,1.3229319371295083
2009-12-02,1.0170275875118933,2.782861300058759,2.1110324772753617,1.3294258087894104
2009-12-03,1.00907429624934,2.757424725831807,2.0639815060082554,1.3244961040771102
2009-12-04,1.0148335535691884,2.672863441858855,1.9729892551390946,1.3130315351650674
2009-12-07,1.0132793644133526,2.6600286802021755,1.9667256520593688,1.307023962764113
2009-12-08,1.0020347885803045,2.6045344042631378,1.9294264308055515,1.290124963663794
2009-12-09,1.0057832920665697,2.6035908819314053,1.9175036638808551,1.29128571949791
2009-12-10,1.0114511429882937,2.615991132355185,1.89875864286173,1.293949819182859
2009-12-11,1.0157476175504303,2.57936547083253,1.8719142386152,1.29076315517771
2009-12-14,1.0226956253587671,2.6093043388902335,1.8964709092616745,1.298565147390434
2009-12-15,1.0179418384182852,2.5840878535177847,1.8674678944657925,1.2916486571042136
2009-12-16,1.0194954667986722,2.6248647027564473,1.8941028694251623,1.3012829157985393
2009-12-17,1.007246074824281,2.523730405678541,1.8606200347346362,1.2718293593137269
2009-12-18,1.0129441141576554,2.544120750606282,1.865543077028181,1.2778681302986905
2009-12-21,1.023238082142727,2.5062579089501615,1.795780539044827,1.2727739752068261
2009-12-22,1.0269140586709713,2.499484853320225,1.7782046527238826,1.2755698190716562
2009-12-23,1.0289366822515498,2.5213999523919033,1.7942933072271565,1.282592824524291
2009-12-24,1.0338079516485166,2.5648831397226344,1.801680152286018,1.2924069157971942
2009-12-28,1.0360133880253435,2.573506726545249,1.801383621576466,1.295443712976421
2009-12-29,1.0345430347990756,2.5542853699762196,1.8029727192879794,1.2915407509634034
2009-12-30,1.0341754464925086,2.5420230469714435,1.8093252742555983,1.2899606687227063
2009-12-31,1.024249066814004,2.5212054112655906,1.7836031458970956,1.2899339028298251
2010-01-04,1.0416203013483178,2.591161402605332,1.8330928565213795,1.3166374351168908
2010-01-05,1.0443776342291564,2.5978946232094406,1.8378562103511968,1.319047912223439
2010-01-06,1.0451126239171409,2.619899658476318,1.8534234663757179,1.3268055705389197
2010-01-07,1.049524244371393,2.6096104067901686,1.8461444316749591,1.3213289474180268
2010-01-08,1.0530171277156648,2.625207100994725,1.8571781668575587,1.3285743890666422
2010-01-11,1.0544874809419327,2.6389667683043463,1.8669123145752644,1.3354649155318372
2010-01-12,1.0446530684370012,2.59177610052433,1.833527718804795,1.3178988648773664
2010-01-13,1.0534766831958047,2.6131980687084115,1.8486824894846086,1.3252612480472452
2010-01-14,1.0563258897876415,2.620203223810143,1.8536382208268924,1.3286380520056955
2010-01-15,1.0444696014027295,2.5828625581913407,1.827221916796292,1.314927303969587
2010-01-19,1.05752071534349,2.6176223872423177,1.8518124321779983,1.3278706665689168
2010-01-20,1.0467671918782788,2.5565775277325815,1.808626818274466,1.3014196209036513
2010-01-21,1.0266385310005515,2.4961089865235815,1.7658489153530055,1.2788737282568496
2010-01-22,1.0037532849425836,2.4493359950673,1.7327598007843659,1.2646663093611983
2010-01-25,1.0089000820099698,2.4676920038958716,1.7457455872444705,1.271863633771542
2010-01-26,1.0046723959028632,2.4469259149630953,1.7310548121957663,1.2634815319638513
2010-01-27,1.0094515112011075,2.4380392689836885,1.7247680377606014,1.259174307533696
2010-01-28,0.9978709374117644,2.414191724162329,1.7078973156150594,1.2512231076495546
2010-01-29,0.9870254467729804,2.3828745162991356,1.6855148452350068,1.2410689207433099
2010-02-01,1.0023744315770147,2.468196100061808,1.6996884388188682,1.2621078689658203
2010-02-02,1.0145065280200705,2.50256468847745,1.7081096292770825,1.2747275524861192
2010-02-03,1.0094515112011075,2.4896845670809675,1.7001068175937728,1.267372311288701
2010-02-04,0.9782941730380488,2.3199232530756184,1.681141657734543,1.2267474549100996
2010-02-05,0.980316142380604,2.2965051347552583,1.6961120031324357,1.2234729985534885
2010-02-08,0.9732389692939364,2.2724852397899,1.6878208127935568,1.2121858547551634
2010-02-09,0.9854631263731396,2.363366848428537,1.6815920502837838,1.2354900755615348
2010-02-10,0.9835331242041572,2.35746156832332,1.6771762776153716,1.2322553723251628
2010-02-11,0.9938271856518033,2.411965732322068,1.7009345717620565,1.2460679616841004
2010-02-12,0.9929995745522227,2.38159908787221,1.7098352582783658,1.2394420101069397
2010-02-16,1.0086243674144006,2.458514545776495,1.7319006330916373,1.2587068336142855
2010-02-17,1.013403950025519,2.460259758671783,1.7340166194981854,1.2615951682508026
2010-02-18,1.0193778908796118,2.4920672556777004,1.7324072025627,1.2662943515854066
2010-02-19,1.0214920143208894,2.470730360764475,1.7353558780629454,1.2623332994908965
2010-02-22,1.0216758552054601,2.47561677586006,1.727427113397944,1.2633817445415374
2010-02-23,1.009267857241686,2.388604353019004,1.7374667635657872,1.247538649749028
2010-02-24,1.0185506536303304,2.40258214674604,1.7386559824316783,1.2554435149664134
2010-02-25,1.0171723610402101,2.3939752512503856,1.7504021678116846,1.2504258323777688
2010-02-26,1.0178151031668974,2.413374399827221,1.7576129326514864,1.2558750320797094
2010-03-01,1.0283852530604114,2.4297739099700584,1.7605159130944465,1.2674162949017096
2010-03-02,1.0312341792645239,2.4717230657643627,1.734088154076761,1.2746239433796342
2010-03-03,1.032153851000252,2.500768395072249,1.7149686677962368,1.2793971113748794
2010-03-04,1.0352783048747836,2.480887367137565,1.7328251371900734,1.2777433112385
2010-03-05,1.0500759539502547,2.5078811254440847,1.734116242203665,1.2985950349057072
2010-03-08,1.0502597013722508,2.4895353418577004,1.747048551593693,1.2989050163165974
2010-03-09,1.0520060495818118,2.493594599785968,1.7465627307126474,1.3006346257396502
2010-03-10,1.0566931977064835,2.4908493703650896,1.7548149191319025,1.306265708499395
2010-03-11,1.0611056593239085,2.5001337330772464,1.7542340883390237,1.3092745045570955
2010-03-12,1.0611972526471822,2.5163709645398473,1.7429642984488252,1.310540101795819
2010-03-15,1.0614726868550268,2.4942802659680643,1.7586333768898645,1.305231516778684
2010-03-16,1.0699286198446885,2.5760478231689037,1.71237681249489,1.3180362554182905
2010-03-17,1.0762704293930727,2.5899211783979714,1.7114102854299202,1.3265995989787824
2010-03-18,1.0757190936645096,2.5593498900903753,1.7308986042408763,1.3210727245888354
2010-03-19,1.070274057521035,2.4916428735209966,1.7695629025097896,1.3098596506786837
2010-03-22,1.0759954624981019,2.5147677218580458,1.760833790018202,1.3145494427992608
2010-03-23,1.083563781415181,2.517748364824848,1.7688205578540575,1.3230364250228908
2010-03-24,1.0783027730814272,2.3957307042313976,1.8475576322390075,1.3081659844993496
2010-03-25,1.0765496955664826,2.373571601157149,1.862203336999528,1.306203638521396
2010-03-26,1.075903401861954,2.4257999425447623,1.8203178972855913,1.3119705019267738
2010-03-29,1.0827328056629089,2.4625590913743483,1.8021320315662084,1.3256141527981145
2010-03-30,1.0834712534661597,2.4522075994295136,1.8107070887318486,1.327502176946559
2010-03-31,1.0797798556130784,2.48022046291412,1.7798379498239747,1.3272608148893024
2010-04-01,1.0871629317069653,2.573291183698923,1.8047449421465054,1.34925316164422
2010-04-05,1.096022529557055,2.634914901016742,1.80336367051415,1.3571131406985353
2010-04-06,1.098606489361697,2.620779310487586,1.8210350942934186,1.3582203493805582
2010-04-07,1.0923308513162493,2.5807977362460006,1.8389353987817947,1.3486368997854377
2010-04-08,1.0961149640435017,2.596538374266636,1.841599726026734,1.351246101817887
2010-04-09,1.1033133580896448,2.650173911416365,1.8597823256459052,1.3630095372813429
2010-04-12,1.1050667159923138,2.639235058826481,1.8544450176985796,1.3615005662363862
2010-04-13,1.105897317894287,2.6274529470340813,1.8554473122078032,1.3604706117289496
2010-04-14,1.1184487809103318,2.704601827986846,1.8699463405431433,1.379127336438267
2010-04-15,1.1193714434484527,2.692078639039932,1.8824361953631386,1.3765750470541929
2010-04-16,1.101559719799252,2.5456462976019383,1.8391737200797642,1.34399204490873
2010-04-19,1.1057126358465432,2.5458235109646674,1.837730890911625,1.3427198133870644
2010-04-20,1.1155872372586255,2.5773900838519275,1.8643100745100243,1.354735046735828
2010-04-21,1.113557323597215,2.5588087952355925,1.8746593520925767,1.349475227559468
2010-04-22,1.1168798246676825,2.5540920933148845,1.8714725303675226,1.3486405982136513
2010-04-23,1.1241707466628472,2.6103992948336394,1.8848906132537135,1.357601113017291
2010-04-26,1.1199253026665346,2.59628937913517,1.8802156570496205,1.3563163316345699
2010-04-27,1.0934384762898386,2.434785995299977,1.8709587641736984,1.3086878562457693
2010-04-28,1.1017442149218464,2.4729232214583825,1.8661289669597994,1.3151454115179413
2010-04-29,1.1154030225237557,2.526639170883512,1.8965870330507482,1.3331279967240517
2010-04-30,1.0964840477512652,2.4680287022861687,1.8810626872769676,1.31623046494401
2010-05-03,1.1106963407209574,2.4729336112289904,1.907635815357077,1.326439792737554
2010-05-04,1.0845786915145994,2.3333318084968697,1.887731265615231,1.2822370545572441
2010-05-05,1.0781186518091321,2.2771405788080643,1.8945436307208234,1.2673481828610187
2010-05-06,1.0423099616875384,2.1997209759446985,1.9337690768014588,1.2270344134204798
2010-05-07,1.0268059224719623,2.202145026863363,1.8882411575016593,1.2235188729447237
2010-05-10,1.0720275088862787,2.3342100959030745,1.9446907910930753,1.2775259014657454
2010-05-11,1.0689818439622771,2.3435469742714004,1.9655106326614051,1.2682551918667995
2010-05-12,1.0839327716603695,2.380176261893306,1.9905313394495212,1.2776619966975584
2010-05-13,1.0704585526436292,2.3245446888360752,1.9842457756987402,1.2688313501141903
2010-05-14,1.0510778727517793,2.2366588579769133,1.990437196464645,1.251763707322945
2010-05-17,1.0516312646569874,2.20785045934711,1.9560252155557218,1.2507254951922315
2010-05-18,1.0373267241259982,2.1475797790954063,1.984376586992492,1.2365359094943973
2010-05-19,1.0314202632508886,2.1226729823631008,1.928331120125232,1.2336664108156057
2010-05-20,0.9924744083445944,2.036580853116019,1.8769496254819866,1.2026717290645836
2010-05-21,1.006963350535603,2.088130780983355,1.9087320344378618,1.219300958908736
2010-05-24,0.9940432711246688,2.0582747637002416,1.9153686334241269,1.2085739178439792
2010-05-25,0.9950587419995355,2.0509174472575813,1.9313566429926015,1.2054255624334975
2010-05-26,0.9890596597128296,2.037064510693353,1.940155513690361,1.2004140480606724
2010-05-27,1.0221913013053112,2.1682390393717883,1.9674639803259086,1.236106639144761
2010-05-28,1.0093634694556741,2.12623055857749,1.9640401737112039,1.225570131803386
2010-06-01,0.9923818803955728,2.12623055857749,1.9640401737112039,1.2157412406527517
2010-06-02,1.0182231607683385,2.12623055857749,1.9640401737112039,1.234879442783294
2010-06-03,1.021729970036251,2.12623055857749,1.9640401737112039,1.2341778965197805
2010-06-04,0.9858295931288088,2.12623055857749,1.9640401737112039,1.2092512833149864
2010-06-07,0.9735553401095293,2.12623055857749,1.9640401737112039,1.200793042244408
2010-06-08,0.9839839876648429,2.12623055857749,1.9640401737112039,1.211174700548695
2010-06-09,0.9787229793310889,2.12623055857749,1.9640401737112039,1.2081496733878663
2010-06-10,1.00733308848139,2.12623055857749,1.9640401737112039,1.2309345036162587
2010-06-11,1.0122243588693574,2.12623055857749,1.9640401737112039,1.233343576802745
2010-06-14,1.0106554960892828,2.12623055857749,1.9640401737112039,1.2344200984921976
2010-06-15,1.0336355131980666,2.12623055857749,1.9640401737112039,1.2528255070964698
2010-06-16,1.033266149102579,2.12623055857749,1.9640401737112039,1.2517172094792806
2010-06-17,1.0349271659813757,2.12623055857749,1.9640401737112039,1.2516623244037857
2010-06-18,1.036049184191479,2.12623055857749,1.9640401737112039,1.2525200550078803
2010-06-21,1.033082214755433,2.12623055857749,1.9640401737112039,1.2557631021879465
2010-06-22,1.0160200609558807,2.12623055857749,1.9640401737112039,1.2445543088267172
2010-06-23,1.0128674748463433,2.12623055857749,1.9640401737112039,1.2459758705653365
2010-06-24,0.9960835591318787,2.12623055857749,1.9640401737112039,1.2338628278575163
2010-06-25,1.0002561023198715,2.12623055857749,1.9640401737112039,1.2389353985972367
2010-06-28,0.9971035162103342,2.12623055857749,1.9640401737112039,1.2348087299504809
2010-06-29,0.9663178787071324,2.12623055857749,1.9640401737112039,1.2094071057061935
2010-06-30,0.9571377042255846,2.12623055857749,1.9640401737112039,1.2038065650646186
2010-07-01,0.9528724461634208,2.12623055857749,1.9640401737112039,1.1889313380003943
2010-07-02,0.9476795720466735,2.12623055857749,1.9640401737112039,1.1885733586778657
2010-07-06,0.9538924032418764,2.12623055857749,1.9640401737112039,1.1879073821805237
2010-07-07,0.9839362282891357,2.12623055857749,1.9640401737112039,1.1984005361670915
2010-07-08,0.9936727854782842,2.12623055857749,1.9640401737112039,1.1980944422652193
2010-07-09,1.00109072311256,2.12623055857749,1.9640401737112039,1.2020496311350677
2010-07-12,1.001740101082056,2.12623055857749,1.9640401737112039,1.1991436107604478
2010-07-13,1.016854681748569,2.12623055857749,1.9640401737112039,1.2044755028537657
2010-07-14,1.0167621537995477,2.12623055857749,1.9640401737112039,1.2078136123584866
2010-07-15,1.0170402984220606,2.12623055857749,1.9640401737112039,1.211270922582219
2010-07-16,0.9890362006065626,2.12623055857749,1.9640401737112039,1.198190946262939
2010-07-19,0.994877985379932,2.12623055857749,1.9640401737112039,1.1952475683014703
2010-07-20,1.0059123638823242,2.12623055857749,1.9640401737112039,1.2025785223391385
2010-07-21,0.9928377908352966,2.12623055857749,1.9640401737112039,1.2015227949396285
2010-07-22,1.0150002908025746,2.12623055857749,1.9640401737112039,1.2085698543769559
2010-07-23,1.0238092319371395,2.12623055857749,1.9640401737112039,1.2055033755851354
2010-07-26,1.034473218255722,2.12623055857749,1.9640401737112039,1.2068732227039123
2010-07-27,1.0343804099189762,2.12623055857749,1.9640401737112039,1.1969426310182743
2010-07-28,1.027703817427769,2.12623055857749,1.9640401737112039,1.196635663481661
2010-07-29,1.0226967469096628,2.12623055857749,1.9640401737112039,1.1963755742976183
2010-07-30,1.0225111302361714,2.12623055857749,1.9640401737112039,1.2058046704262362
2010-08-02,1.045600498557435,2.12623055857749,1.9640401737112039,1.2204441378876238
2010-08-03,1.040593334576754,2.12623055857749,1.9640401737112039,1.2187587156370638
2010-08-04,1.047547697840175,2.12623055857749,1.9640401737112039,1.2231301195486883
2010-08-05,1.0464349324249738,2.12623055857749,1.9640401737112039,1.2220971688927715
2010-08-06,1.0421693939750858,2.12623055857749,1.9640401737112039,1.2226746164434843
2010-08-09,1.0477327537382177,2.12623055857749,1.9640401737112039,1.2248471488082138
2010-08-10,1.0420762117880407,2.12623055857749,1.9640401737112039,1.219561777173684
2010-08-11,1.0135161985778158,2.12623055857749,1.9640401737112039,1.1991834441707554
2010-08-12,1.0073036477703374,2.12623055857749,1.9640401737112039,1.2015808251372804
2010-08-13,1.004336117558843,2.12623055857749,1.9640401737112039,1.202275756202083
2010-08-16,1.0038728235757124,2.12623055857749,1.9640401737112039,1.2077390357226538
2010-08-17,1.0162053972416478,2.12623055857749,1.9640401737112039,1.215141275489652
2010-08-18,1.0180602555005158,2.12623055857749,1.9640401737112039,1.2167851956102926
2010-08-19,1.0003487237314677,2.12623055857749,1.9640401737112039,1.2088735364041234
2010-08-20,0.9971035162103341,2.12623055857749,1.9640401737112039,1.2056541659127011
2010-08-23,0.9933016455938757,2.12623055857749,1.9640401737112039,1.2007857096123975
2010-08-24,0.9785583917369202,2.12623055857749,1.9640401737112039,1.1930242297205091
2010-08-25,0.98235970157793,2.12623055857749,1.9640401737112039,1.1949605951742295
2010-08-26,0.9757762912737676,2.12623055857749,1.9640401737112039,1.1893543268223397
2010-08-27,0.9908905915525567,2.12623055857749,1.9640401737112039,1.2025059849702704
2010-08-30,0.9765176364168363,2.12623055857749,1.9640401737112039,1.1914257843500493
2010-08-31,0.9765176364168363,2.12623055857749,1.9640401737112039,1.1968310398077504
2010-09-01,1.0057274949094308,2.12623055857749,1.9640401737112039,1.2185055505978466
2010-09-02,1.0150926318264468,2.12623055857749,1.9640401737112039,1.223865576570314
2010-09-03,1.0282600132102202,2.12623055857749,1.9640401737112039,1.2311471300847163
2010-09-07,1.0166690650750776,2.12623055857749,1.9640401737112039,1.2245871379082582
2010-09-08,1.0238092319371395,2.12623055857749,1.9640401737112039,1.2308038760407158
2010-09-09,1.0285384382204572,2.12623055857749,1.9640401737112039,1.2311449541000445
2010-09-10,1.033731125412055,2.12623055857749,1.9640401737112039,1.2347059724246816
2010-09-13,1.0452294521356011,2.12623055857749,1.9640401737112039,1.2470895424143522
2010-09-14,1.0445800741661053,2.12623055857749,1.9640401737112039,1.2538913240399219
2010-09-15,1.04856765491863,2.12623055857749,1.9640401737112039,1.2555639705229047
2010-09-16,1.0482895102961172,2.12623055857749,1.9640401737112039,1.2556424535730628
2010-09-17,1.0486811184843998,2.12623055857749,1.9640401737112039,1.2548875252182685
2010-09-20,1.0647154643492158,2.12623055857749,1.9640401737112039,1.2679051889999324
2010-09-21,1.0625714328840121,2.12623055857749,1.9640401737112039,1.2695162764128927
2010-09-22,1.057350893845133,2.12623055857749,1.9640401737112039,1.2684360366585534
2010-09-23,1.04877402028372,2.12623055857749,1.9640401737112039,1.2629183095105248
2010-09-24,1.0704020077858936,2.12623055857749,1.9640401737112039,1.2799354001878496
2010-09-27,1.0652744640089098,2.12623055857749,1.9640401737112039,1.2773555738477922
2010-09-28,1.0690040880550717,2.12623055857749,1.9640401737112039,1.2854084885459092
2010-09-29,1.0671396031510025,2.12623055857749,1.9640401737112039,1.286411988110717
2010-09-30,1.0639699133902825,2.123612970525322,1.9616222571442796,1.287239133767932
2010-10-01,1.068444527619929,2.1592075715705814,1.994501676611792,1.2948485545111008
2010-10-04,1.0604275883439578,2.145589049204274,1.9819219848534784,1.2931084339010888
2010-10-05,1.081775561972123,2.239595265751794,2.0687573400942796,1.3070917672562656
2010-10-06,1.0816822863225035,2.2915180613160797,2.1167194277466543,1.3151690923549637
2010-10-07,1.080377361853577,2.2441406324851108,2.0729559830083657,1.302610176577337
2010-10-08,1.086437101351308,2.2972152257467435,2.121982008407497,1.3103328721108163
2010-10-11,1.0874622923339505,2.3083952751829617,2.1323092356915883,1.31226063833152
2010-10-12,1.0908185333939098,2.282163896640208,2.1080788054299413,1.3047637273096313
2010-10-13,1.0993018509179788,2.3495960937366243,2.1703672263938367,1.3197469732345033
2010-10-14,1.0950131337495481,2.3235639524451925,2.146320835423751,1.3144425292066217
2010-10-15,1.0972509081772452,2.2712316349865747,2.09798046449949,1.3046259064029033
2010-10-18,1.1026579985153633,2.3158257715449455,2.139172928486651,1.3105424450253225
2010-10-19,1.0882078432928837,2.1934905821927195,2.026169554709967,1.2842378473453113
2010-10-20,1.0988356595950302,2.2589022166508634,2.086591542996062,1.295553587995116
2010-10-21,1.101259424546518,2.1909174966981078,2.02379274601374,1.2846702218916548
2010-10-22,1.1033106476749759,2.211650326176732,2.042944060459133,1.2887580592148893
2010-10-25,1.1065729588472921,2.2497636588079457,2.0781500808691695,1.298209021223818
2010-10-26,1.1067597905342554,2.2103432145749817,2.041736656263476,1.2912896315812714
2010-10-27,1.103589820385811,2.135822970334979,1.9729008694520704,1.2757145187254035
2010-10-28,1.1037767455353493,2.195217458857283,2.0277647039897877,1.2851256240935
2010-10-29,1.1046157590690517,2.2425916666287615,2.071525173373303,1.2945193403123179
2010-11-01,1.1049885812798057,2.236336660585528,2.065747303656326,1.2965504309782285
2010-11-02,1.113751538827584,2.305310552184004,2.12945981756509,1.3066109086301925
2010-11-03,1.1182265269075298,2.2997910065998814,2.1243613068583778,1.3078479907901561
2010-11-04,1.1397614256852333,2.4523101255030166,2.2652461584923436,1.3411234161669119
2010-11-05,1.1440495820782155,2.420745547854441,2.236089349359892,1.339408024920684
2010-11-08,1.1419053636878622,2.4309121808763483,2.245480464357206,1.3426007457108775
2010-11-09,1.1337015927249274,2.3187291816164994,2.1418548643652815,1.3240112380288083
2010-11-10,1.1382694826041935,2.3670917733052628,2.186528323035291,1.3352985331438851
2010-11-11,1.1339813262112113,2.3419319827571243,2.163287739271053,1.3314244449820773
2010-11-12,1.1205570162093976,2.207795516784183,2.0393832986788913,1.3009595144313173
2010-11-15,1.1189721713290375,2.130525308928562,1.9680073174395905,1.2907124220046693
2010-11-16,1.1015391580328013,2.0974534058226335,1.9374581627117118,1.277368452065114
2010-11-17,1.1020984380802197,2.08387472024778,1.9249152689659612,1.2763807169996504
2010-11-18,1.118319709094574,2.162355668357623,1.9974096343285774,1.2914173351364138
2010-11-19,1.1213958428179502,2.1751219450038977,2.0092020902787775,1.2929442142291727
2010-11-22,1.120463647097203,2.1974649702656044,2.029840773623445,1.298241061331789
2010-11-23,1.1042425630079982,2.1477282194451726,1.9838979776613055,1.2880772404155325
2010-11-24,1.1205570162093974,2.1508990964360457,1.9868269778917123,1.2926655718792053
2010-11-26,1.1075055284183377,2.12322095998497,1.961260149447791,1.2805915566250974
2010-11-29,1.1108614890905726,2.1479562989909327,1.984108659136495,1.2859499399922694
2010-11-30,1.104615759069051,2.1499399410260027,1.9840934864107287,1.288993661313748
2010-12-01,1.1281079510875696,2.160508495968678,2.090489955443048,1.3085041579599168
2010-12-02,1.1425581063100492,2.1886041157171796,2.134073473412974,1.3206191881611369
2010-12-03,1.1456346138837246,2.221112770968155,2.179825989817289,1.3313825791378366
2010-12-06,1.144422404288969,2.254542811410233,2.155399366811969,1.3332634734652358
2010-12-07,1.145074959986007,2.164026480064959,2.188831522645318,1.3240861890971911
2010-12-08,1.1492699341919446,2.1227447750091826,2.2072077967528383,1.3180045482911562
2010-12-09,1.1537445484215911,2.139668046542303,2.204857694224708,1.3198978965201889
2010-12-10,1.1604567501537852,2.1235696094306555,2.241726784249594,1.3242109975106093
2010-12-13,1.1612028618881671,2.1532700212122595,2.249682921798638,1.3290877498016382
2010-12-14,1.1622280528708095,2.117266447402673,2.2935772842988507,1.3304844616338636
2010-12-15,1.1569144251074606,2.0606319741329187,2.279182747655552,1.3169258213370845
2010-12-16,1.163626159526781,2.0821578989198914,2.2589568673945424,1.3177694067558174
2010-12-17,1.1648726698864769,2.12348173717099,2.22453784675232,1.3201188952075897
2010-12-20,1.167684584910981,2.1335598445428445,2.237699232746825,1.3221510402927397
2010-12-21,1.1750877554584431,2.1687722153412183,2.250389789991713,1.3321149390698062
2010-12-22,1.1787429832950889,2.1609076400876335,2.2701175033608405,1.3341555960872147
2010-12-23,1.1770558903579313,2.145716432575524,2.2760525648804912,1.3316846995675289
2010-12-27,1.1775241378575247,2.1632000510738525,2.257311804640447,1.3316100337920673
2010-12-28,1.179211324257257,2.1445553558560424,2.3292775591516937,1.3403548807376087
2010-12-29,1.1800546370693987,2.2049562983199475,2.302101164328256,1.3484780421365208
2010-12-30,1.1781806189827029,2.1887121358788746,2.297094064463483,1.3477834795852064
2010-12-31,1.1784615674824588,2.238486918419983,2.301393679098032,1.3573353328082118
2011-01-03,1.190644414103614,2.2701338876969204,2.3339300028340495,1.364678342946022
2011-01-04,1.1899884937538845,2.2278236210651388,2.2904307179438503,1.3548674577651039
2011-01-05,1.1961736600269557,2.231676539810729,2.294391912791234,1.3548091593158245
2011-01-06,1.1938310205903675,2.192125816201466,2.253729720589387,1.3465821821434807
2011-01-07,1.1914879138409056,2.169924070934376,2.230904053929387,1.3400912139224324
2011-01-10,1.1899884937538845,2.166709887903286,2.227599544776197,1.3363015452913856
2011-01-11,1.1942054316648925,2.2054589691782214,2.2674375666038773,1.3463926620312998
2011-01-12,1.2049828815492445,2.27382777357779,2.337727695618219,1.3633128055216008
2011-01-13,1.20301521396263,2.246251466514114,2.3093764293021284,1.352695314221282
2011-01-14,1.211730599059851,2.255235984353017,2.31861343327747,1.3527060125212613
2011-01-18,1.2137921965341083,2.2707198247717955,2.3345324061223462,1.3556854621901115
2011-01-19,1.2018904853378585,2.2402501395268013,2.303206450875562,1.3476681632809904
2011-01-20,1.2002971353631944,2.1830874012747654,2.2444373048909934,1.331468995531935
2011-01-21,1.20301521396263,2.183550893735663,2.2449138225829404,1.3266682419132696
2011-01-24,1.2098563940480058,2.1996527786298326,2.261468208410293,1.330903733918684
2011-01-25,1.2105123143977357,2.1823556327643034,2.243684971959904,1.3270567462138583
2011-01-26,1.2151976867334866,2.2285392693561277,2.291166477639288,1.33793674601836
