Date,BuyHold_SPY,TSMOM_252d_Enhanced,TSMOM_63d_Enhanced,XAsset_MomRot
2005-06-30,0.9982959117392426,1.0,1.0,1.0
2005-07-01,1.001227085009152,1.0,1.0,1.0
2005-07-05,1.0092689787925866,1.0,1.0,1.0
2005-07-06,1.0008089334496348,1.0,1.0,1.0
2005-07-07,1.0047457640240598,1.0,1.0,1.0
2005-07-08,1.016221472804512,1.0,1.0,1.0
2005-07-11,1.021414440383834,1.0,1.0,1.0
2005-07-12,1.0240951339533622,1.0,1.0,1.0
2005-07-13,1.0255189428173952,1.0,1.0,1.0
2005-07-14,1.0295396093213882,1.0,1.0,1.0
2005-07-15,1.0289534120524362,1.0,1.0,1.0
2005-07-18,1.0248490965440247,1.0,1.0,1.0
2005-07-19,1.0304606829957377,1.0,1.0,1.0
2005-07-20,1.0339792685480709,1.0,1.0,1.0
2005-07-21,1.0279483155233688,1.0,1.0,1.0
2005-07-22,1.0348166932180023,1.0,1.0,1.0
2005-07-25,1.0318854264855182,1.0,1.0,1.0
2005-07-26,1.0331418438781395,1.0,1.0,1.0
2005-07-27,1.0369107222057046,1.0,1.0,1.0
2005-07-28,1.043444316957515,1.0,1.0,1.0
2005-07-29,1.0364921967958884,1.0,1.0,1.0
2005-08-01,1.035738234205226,1.0,1.0,1.0
2005-08-02,1.0419368590890636,1.0,1.0,1.0
2005-08-03,1.0447009212752856,1.0,1.0,1.0
2005-08-04,1.036324711861902,1.0,1.0,1.0
2005-08-05,1.0292881949952588,1.0,1.0,1.0
2005-08-08,1.027362024791842,1.0,1.0,1.0
2005-08-09,1.0335605562131052,1.0,1.0,1.0
2005-08-10,1.0330577275608472,1.0,1.0,1.0
2005-08-11,1.0371621365318333,1.0,1.0,1.0
2005-08-12,1.0307960267140093,1.0,1.0,1.0
2005-08-15,1.0371621365318333,1.0,1.0,1.0
2005-08-16,1.0236762346932469,1.0,1.0,1.0
2005-08-17,1.0235924922262538,1.0,1.0,1.0
2005-08-18,1.0235087497592608,1.0,1.0,1.0
2005-08-19,1.0258540061479424,1.0,1.0,1.0
2005-08-22,1.0258540061479424,1.0,1.0,1.0
2005-08-23,1.0239279294071002,1.0,1.0,1.0
2005-08-24,1.0147974770153296,1.0,1.0,1.0
2005-08-25,1.0184832671139248,1.0,1.0,1.0
2005-08-26,1.0115303057891254,1.0,1.0,1.0
2005-08-29,1.0193205048587066,1.0,1.0,1.0
2005-08-30,1.0139598654202486,1.0,1.0,1.0
2005-08-31,1.0267756405977406,1.0,1.0,1.0
2005-09-01,1.0260218649322277,1.0,1.0,1.0
2005-09-02,1.02417896988293,1.0,1.0,1.0
2005-09-06,1.0361569465401914,1.0,1.0,1.0
2005-09-07,1.037916099122496,1.0,1.0,1.0
2005-09-08,1.0344815364248803,1.0,1.0,1.0
2005-09-09,1.043695637821069,1.0,1.0,1.0
2005-09-12,1.0416017022959416,1.0,1.0,1.0
2005-09-13,1.0358216962844946,1.0,1.0,1.0
2005-09-14,1.032053098344654,1.0,1.0,1.0
2005-09-15,1.0315501762298214,1.0,1.0,1.0
2005-09-16,1.0388853060228518,1.0,1.0,1.0
2005-09-19,1.0354367239390205,1.0,1.0,1.0
2005-09-20,1.0266880661651818,1.0,1.0,1.0
2005-09-21,1.0170983386809958,1.0,1.0,1.0
2005-09-22,1.0207152468619862,1.0,1.0,1.0
2005-09-23,1.0215564100349084,1.0,1.0,1.0
2005-09-26,1.0227344123272983,1.0,1.0,1.0
2005-09-27,1.0224821568379965,1.0,1.0,1.0
2005-09-28,1.0234914591829283,1.0,1.0,1.0
2005-09-29,1.0318193484451563,1.0,1.0,1.0
