,CAGR,AnnVol,Sharpe,MaxDD
TSMOM_Trend,0.2230499772645269,0.3189709351167619,0.792637337189195,-0.5007309807164042
XAsset_MomRot,0.08597840298245107,0.12887998856165125,0.7057101154973461,-0.29462965420454756
BuyHold_SPY,0.10464254184194255,0.18996278425718272,0.6198669298786191,-0.5518943776382002
